pin,community,longitude,latitude
17-34-324-029-0000,DOUGLAS,-87.62076277148405,41.82486118863401
17-34-102-051-1029,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-122-027-0000,DOUGLAS,-87.6190213197468,41.83315158562119
17-34-225-003-1238,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-106-028-0000,DOUGLAS,-87.61737797738756,41.837086095296925
17-27-305-140-1056,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-219-150-1137,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-319-021-1001,DOUGLAS,-87.61766996489654,41.82707947722408
17-27-310-093-1020,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1511,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1153,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-300-020-0000,DOUGLAS,-87.62546381570185,41.83062104109043
17-34-219-150-1095,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-204-051-0000,DOUGLAS,-87.61093415274013,41.83699061897172
17-27-310-093-1564,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-309-101-0000,DOUGLAS,-87.62075389399752,41.82755103718607
17-34-219-150-1206,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1046,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-310-058-0000,DOUGLAS,-87.61966291685799,41.830322230460176
17-27-301-048-0000,DOUGLAS,-87.62390406567785,41.84377412422737
17-34-328-004-0000,DOUGLAS,-87.6244833576521,41.82716258266694
17-34-120-046-0000,DOUGLAS,-87.62095458550937,41.8338848237714
17-34-414-063-0000,DOUGLAS,-87.61403598835894,41.82675615524528
17-34-225-003-1225,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-306-026-0000,DOUGLAS,-87.61997676483797,41.84329029823916
17-34-403-047-0000,DOUGLAS,-87.61344950077294,41.82906071599752
17-34-310-066-0000,DOUGLAS,-87.61965190118205,41.82979424790488
17-34-403-033-0000,DOUGLAS,-87.61134711697493,41.82958927945317
17-27-300-055-1004,DOUGLAS,-87.62548373222673,41.8453061296689
17-34-109-023-0000,DOUGLAS,-87.62228634857914,41.83593847842537
17-34-301-012-0000,DOUGLAS,-87.62446003646356,41.830042602394144
17-34-219-150-1242,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-428-009-0000,DOUGLAS,-87.61332943098519,41.825114030588274
17-27-310-093-1369,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-121-0000,DOUGLAS,-87.61110503040045,41.83447653127979
17-34-121-081-0000,DOUGLAS,-87.62022022939658,41.83216365004319
17-27-310-093-1060,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-103-032-0000,DOUGLAS,-87.62097628599003,41.83711935125237
17-27-309-051-0000,DOUGLAS,-87.62372880612853,41.84037948861365
17-34-219-150-1274,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-322-001-0000,DOUGLAS,-87.62440152528933,41.82635260157762
17-27-305-140-1088,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-106-030-0000,DOUGLAS,-87.61737215690579,41.83681157790471
17-34-103-074-1010,DOUGLAS,-87.62154594725129,41.8380917408505
17-27-306-082-0000,DOUGLAS,-87.61998857206011,41.84376628046136
17-34-225-003-1313,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-400-093-0000,DOUGLAS,-87.61648378663179,41.82765582409674
17-27-310-093-1663,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1646,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-304-166-0000,DOUGLAS,-87.62285204937399,41.84391029630554
17-27-310-093-1094,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1389,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1178,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-119-041-0000,DOUGLAS,-87.62281711377189,41.83166018055786
17-34-300-019-0000,DOUGLAS,-87.62546535749128,41.83068967290972
17-34-219-150-1153,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-302-027-0000,DOUGLAS,-87.62218627559645,41.83013410798135
17-34-219-150-1338,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-305-140-1038,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-102-051-1031,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-313-009-0000,DOUGLAS,-87.62531463623229,41.82717306072079
17-33-423-023-4071,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-306-013-0000,DOUGLAS,-87.62607395956732,41.82762744432066
17-27-300-049-0000,DOUGLAS,-87.62624833697771,41.843610232358
17-34-122-048-0000,DOUGLAS,-87.61900316448921,41.83217887853216
17-27-304-147-0000,DOUGLAS,-87.62236536879337,41.844399191621726
17-34-121-079-0000,DOUGLAS,-87.62023080300332,41.83266082501776
17-27-305-140-1185,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-225-010-0000,DOUGLAS,-87.61316658317945,41.83546218130998
17-27-310-093-1167,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1186,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1175,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-409-041-0000,DOUGLAS,-87.61381741697718,41.84119804397131
17-27-303-013-0000,DOUGLAS,-87.62395385873043,41.84314470536778
17-27-310-093-1513,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-403-031-0000,DOUGLAS,-87.61127837684305,41.82972441339992
17-34-309-096-0000,DOUGLAS,-87.62075876197143,41.82778046071114
17-33-426-014-4002,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-313-016-0000,DOUGLAS,-87.62530134981667,41.82662574533795
17-27-310-093-1181,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-122-116-0000,DOUGLAS,-87.61852269060341,41.83377584886217
17-34-323-019-0000,DOUGLAS,-87.62268296614702,41.82508466787167
17-27-301-014-0000,DOUGLAS,-87.62482191021425,41.8442595615073
17-34-219-150-1078,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-103-074-1057,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-328-019-0000,DOUGLAS,-87.62356705054376,41.82717311554206
17-34-316-021-1008,DOUGLAS,-87.62131877205316,41.82679072844142
17-27-305-140-1204,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-122-111-0000,DOUGLAS,-87.61879764730269,41.834703501630166
17-27-300-064-0000,DOUGLAS,-87.62641100704919,41.84404054491378
17-27-310-093-1652,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-020-4019,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-225-003-1285,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-121-128-1006,DOUGLAS,-87.62025921458228,41.83400212408453
17-34-310-041-0000,DOUGLAS,-87.62013557400361,41.82828537997113
17-34-219-150-1414,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1040,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-121-014-0000,DOUGLAS,-87.62023565888462,41.83289148275586
17-34-309-062-0000,DOUGLAS,-87.62086808560728,41.829803073095874
17-27-306-030-0000,DOUGLAS,-87.61996781792428,41.84293001805686
17-27-310-093-1231,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1554,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1196,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-116-006-0000,DOUGLAS,-87.62287287358346,41.83403868151784
17-34-123-007-0000,DOUGLAS,-87.61783116469664,41.8342896612738
17-34-225-003-1268,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-324-026-0000,DOUGLAS,-87.62076721768629,41.82506699547204
17-27-318-045-0000,DOUGLAS,-87.62250489972682,41.83850070064668
17-34-122-028-0000,DOUGLAS,-87.61902006467886,41.833092618221976
17-27-310-093-1636,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-023-4080,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-103-074-1071,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-203-051-0000,DOUGLAS,-87.61258532038056,41.83804827328467
17-27-301-045-0000,DOUGLAS,-87.62423446716627,41.84362912328497
17-33-422-010-0000,DOUGLAS,-87.6280446311341,41.83025135437079
17-34-225-003-1192,DOUGLAS,-87.61216093417855,41.835709439299855
17-33-423-023-4030,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-106-032-1021,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-316-020-0000,DOUGLAS,-87.62130553503674,41.82617074394163
17-34-312-013-0000,DOUGLAS,-87.61818910613626,41.82986326479346
17-34-123-062-0000,DOUGLAS,-87.61779508910287,41.83255749107386
17-34-109-047-0000,DOUGLAS,-87.62287456514635,41.83489191729608
17-27-301-011-0000,DOUGLAS,-87.624832238517,41.8446987081405
17-34-326-031-0000,DOUGLAS,-87.61850163367406,41.82495320386318
17-28-502-009-0000,DOUGLAS,-87.62982434947361,41.84490960759243
17-27-302-026-0000,DOUGLAS,-87.6256123824125,41.84299352532781
17-27-310-093-1221,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1345,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-316-021-1013,DOUGLAS,-87.62131877205316,41.82679072844142
17-34-322-067-1002,DOUGLAS,-87.62344025884951,41.82394734202676
17-27-305-140-1015,DOUGLAS,-87.62145362762868,41.84519077284946
17-27-310-093-1003,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-301-016-0000,DOUGLAS,-87.62481787180847,41.84409011086907
17-34-300-010-0000,DOUGLAS,-87.62614165829542,41.830162081409206
17-34-106-032-1032,DOUGLAS,-87.61791130221896,41.83804538048744
17-27-300-047-0000,DOUGLAS,-87.62574148956003,41.84409199415433
17-34-121-127-1001,DOUGLAS,-87.62025573496513,41.83383750215239
17-33-423-023-4026,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-309-123-1003,DOUGLAS,-87.62084364363663,41.828657178608864
17-34-121-126-1005,DOUGLAS,-87.62025344690265,41.83372969759928
17-33-423-023-4048,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-225-003-1149,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-106-032-1016,DOUGLAS,-87.61791130221896,41.83804538048744
17-27-304-164-0000,DOUGLAS,-87.62285507570012,41.8440214824492
17-27-308-028-0000,DOUGLAS,-87.62567634146473,41.841269445697904
17-27-300-055-1001,DOUGLAS,-87.62548373222673,41.8453061296689
17-27-305-140-1002,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-224-024-0000,DOUGLAS,-87.61202292493911,41.836331479161785
17-34-113-029-0000,DOUGLAS,-87.61792762663389,41.83512778400011
17-34-225-003-1125,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-121-052-0000,DOUGLAS,-87.61971690580732,41.83296189008362
17-33-423-020-4015,DOUGLAS,-87.62724277781336,41.8304366192146
17-27-310-093-1182,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-301-007-0000,DOUGLAS,-87.62446806967122,41.83038571781773
17-34-310-030-0000,DOUGLAS,-87.62015048823902,41.828989541295
17-34-309-011-0000,DOUGLAS,-87.62139646999768,41.83041457496092
17-34-305-006-0000,DOUGLAS,-87.62230721917408,41.829393449186654
17-27-310-093-1334,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-323-029-0000,DOUGLAS,-87.6226268925547,41.82433432573865
17-33-224-057-0000,DOUGLAS,-87.62731308207837,41.83175224495972
17-34-300-004-0000,DOUGLAS,-87.62616242652153,41.83061366744453
17-27-310-093-1306,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-123-017-0000,DOUGLAS,-87.61781515555091,41.83361233198232
17-34-402-077-0000,DOUGLAS,-87.61417199258555,41.83089463749662
17-34-309-041-0000,DOUGLAS,-87.62135149544753,41.8283160019853
17-34-219-149-0000,DOUGLAS,-87.60982042994439,41.831835174332106
17-34-428-008-0000,DOUGLAS,-87.61351576122217,41.82545289304504
17-34-123-013-0000,DOUGLAS,-87.6178201442069,41.83385303483552
17-34-219-150-1417,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1493,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1196,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-123-055-0000,DOUGLAS,-87.61729564721801,41.83321060122637
17-34-225-003-1146,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-304-074-0000,DOUGLAS,-87.62246373976288,41.84542133711631
17-34-312-092-1015,DOUGLAS,-87.61775591958667,41.82984605753543
17-34-121-071-0000,DOUGLAS,-87.61969655622546,41.83202026988562
17-34-315-009-0000,DOUGLAS,-87.62287533229939,41.82689108530469
17-27-310-093-1368,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-429-007-0000,DOUGLAS,-87.61310456739186,41.824582633640944
17-34-500-023-0000,DOUGLAS,-87.6258259056501,41.82846220305058
17-34-121-107-0000,DOUGLAS,-87.6197239040156,41.833297433537815
17-27-310-093-1543,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-312-093-1013,DOUGLAS,-87.6177676426959,41.8304619850309
17-27-310-093-1598,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1362,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-318-055-0000,DOUGLAS,-87.61897543029818,41.82575123457372
17-27-310-093-1640,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-224-048-0000,DOUGLAS,-87.61281918036858,41.83640445000712
17-34-323-051-0000,DOUGLAS,-87.6220683275212,41.82505506915564
17-34-219-150-1339,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1263,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-304-115-0000,DOUGLAS,-87.62244935232445,41.842925988823886
17-34-403-068-0000,DOUGLAS,-87.61410755297726,41.82953874677095
17-34-310-079-0000,DOUGLAS,-87.6196353401831,41.82900102370324
17-34-123-014-0000,DOUGLAS,-87.61781888727376,41.83379295602249
17-34-322-013-0000,DOUGLAS,-87.62437106645216,41.82509273956016
17-34-120-006-0000,DOUGLAS,-87.6214689916571,41.83382395065089
17-34-103-074-1018,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-322-015-0000,DOUGLAS,-87.62436774377278,41.82495495677817
17-34-226-001-0000,DOUGLAS,-87.61534801340697,41.83389630920084
17-34-311-102-1001,DOUGLAS,-87.61892595175577,41.82840635163424
17-27-310-093-1550,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-428-011-0000,DOUGLAS,-87.61250409604713,41.82559047770013
17-34-310-038-0000,DOUGLAS,-87.62013900124735,41.82844780821771
17-34-326-039-0000,DOUGLAS,-87.6184895905197,41.8244240478975
17-34-309-047-0000,DOUGLAS,-87.62134444536598,41.82798703116615
17-33-408-072-0000,DOUGLAS,-87.62681967887148,41.82876103510266
17-34-120-008-0000,DOUGLAS,-87.62146670974806,41.83371529108631
17-33-426-014-4016,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-219-150-1255,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-309-032-0000,DOUGLAS,-87.62399048563441,41.8409426694342
17-27-304-165-0000,DOUGLAS,-87.6228535467823,41.84396562890222
17-27-305-140-1042,DOUGLAS,-87.62145362762868,41.84519077284946
17-33-426-014-4012,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-225-003-1037,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-307-021-0000,DOUGLAS,-87.62371799602714,41.82789627695402
17-33-422-009-0000,DOUGLAS,-87.62804622978905,41.83031102870322
17-34-301-028-0000,DOUGLAS,-87.62377823054824,41.82998115518355
17-27-310-093-1154,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-105-044-0000,DOUGLAS,-87.61858701909618,41.83684754743526
17-34-309-064-0000,DOUGLAS,-87.62086513628044,41.82966593774549
17-27-310-093-1248,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-424-006-0000,DOUGLAS,-87.62832299974619,41.829452819111424
17-34-219-150-1100,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-309-110-1001,DOUGLAS,-87.62087097345456,41.829940208830656
17-33-220-020-0000,DOUGLAS,-87.62919493592356,41.833448895128456
17-34-323-013-0000,DOUGLAS,-87.62269133998258,41.82541389400145
17-27-310-093-1149,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-426-014-4006,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-402-041-0000,DOUGLAS,-87.61292223447288,41.83019731848256
17-33-223-043-0000,DOUGLAS,-87.62831088314047,41.8313331470932
17-34-225-003-1286,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-400-095-1001,DOUGLAS,-87.61651554205235,41.82925474664443
17-34-110-016-0000,DOUGLAS,-87.62149985821968,41.83532960553478
17-34-321-020-0000,DOUGLAS,-87.62519111019947,41.82543670212804
17-33-426-014-4023,DOUGLAS,-87.62831870936385,41.82930222781211
17-27-305-140-1207,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-116-044-1002,DOUGLAS,-87.6228848406346,41.8345510432634
17-34-328-043-0000,DOUGLAS,-87.62342249861703,41.826778205795485
17-34-400-003-0000,DOUGLAS,-87.6165409577334,41.83054349065257
17-27-310-093-1440,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1254,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-301-008-0000,DOUGLAS,-87.62446646045728,41.83031702614836
17-27-309-005-0000,DOUGLAS,-87.62475376224239,41.841514129334456
17-28-410-007-0000,DOUGLAS,-87.62732026081478,41.84475138417008
17-34-106-037-0000,DOUGLAS,-87.61788553796407,41.83683113249478
17-34-116-044-1001,DOUGLAS,-87.6228848406346,41.8345510432634
17-34-225-003-1082,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-225-003-1120,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-327-046-0000,DOUGLAS,-87.61802272028812,41.82537589179301
17-34-311-027-0000,DOUGLAS,-87.618921414324,41.82817267502932
17-27-315-017-0000,DOUGLAS,-87.61826521847013,41.84046270371102
17-34-119-002-0000,DOUGLAS,-87.62284139394934,41.83264654203897
17-27-320-042-0000,DOUGLAS,-87.6190912049919,41.83871431122007
17-34-309-075-0000,DOUGLAS,-87.62085161987898,41.82905257277593
17-34-225-003-1086,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1461,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-110-008-0000,DOUGLAS,-87.62151212093244,41.83587111061815
17-34-122-090-0000,DOUGLAS,-87.61850322483721,41.83284313005955
17-34-219-150-1037,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1245,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-225-003-1023,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-400-095-1002,DOUGLAS,-87.61651554205235,41.82925474664443
17-34-311-001-0000,DOUGLAS,-87.61895940662319,41.83088480075476
17-34-312-093-1009,DOUGLAS,-87.6177676426959,41.8304619850309
17-34-319-022-1014,DOUGLAS,-87.61767310207496,41.827240260204704
17-27-411-026-0000,DOUGLAS,-87.61514707111591,41.84159931755018
17-34-324-032-0000,DOUGLAS,-87.62075838303693,41.82465543790337
17-34-403-056-0000,DOUGLAS,-87.6119130966342,41.82908226395414
17-27-310-093-1517,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1050,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-404-018-0000,DOUGLAS,-87.6138119865477,41.84410412453253
17-27-305-140-1176,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-116-020-0000,DOUGLAS,-87.62224735417125,41.834390935625386
17-34-219-150-1136,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-322-065-1001,DOUGLAS,-87.62422749162805,41.82393790821569
17-34-301-027-0000,DOUGLAS,-87.62377991216641,41.83004978324527
17-27-305-146-0000,DOUGLAS,-87.6212591304222,41.84246929049529
17-27-310-093-1429,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-311-036-0000,DOUGLAS,-87.61891226113627,41.82770065957095
17-27-305-145-0000,DOUGLAS,-87.6216119117043,41.84219952677084
17-34-219-150-1373,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-310-077-0000,DOUGLAS,-87.61963743955643,41.82910260205185
17-27-304-184-0000,DOUGLAS,-87.62298166119011,41.84232358748818
17-27-310-093-1119,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-309-039-0000,DOUGLAS,-87.62399465397655,41.841166127789776
17-34-306-007-0000,DOUGLAS,-87.62608417448052,41.82803900860127
17-34-224-006-0000,DOUGLAS,-87.61125612190578,41.83651266250147
17-34-102-051-1089,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-305-140-1094,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-116-028-0000,DOUGLAS,-87.62223493671411,41.83384038760118
17-34-302-043-0000,DOUGLAS,-87.62300675730188,41.82978344038128
17-34-106-032-1010,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-310-047-0000,DOUGLAS,-87.62012954690162,41.828000926194505
17-27-310-093-1105,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1093,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-323-061-0000,DOUGLAS,-87.6226406567266,41.82458594812952
17-27-305-140-1025,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-122-104-0000,DOUGLAS,-87.61848509293536,41.83206308410503
17-34-119-006-0000,DOUGLAS,-87.62283299523004,41.83228125551376
17-27-305-125-0000,DOUGLAS,-87.6218472558926,41.84474807189137
17-27-310-093-1269,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-316-021-1002,DOUGLAS,-87.62131877205316,41.82679072844142
17-34-225-003-1076,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-121-022-0000,DOUGLAS,-87.62022285615357,41.83228626563469
17-34-219-150-1227,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-102-051-1086,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-310-093-1500,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-305-140-1170,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-309-058-0000,DOUGLAS,-87.62087391198222,41.830077331502665
17-27-310-093-1507,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-225-003-1036,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-318-054-0000,DOUGLAS,-87.61818308348961,41.82584757990632
17-27-305-140-1078,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-102-054-0000,DOUGLAS,-87.62231510639961,41.83734187687442
17-34-219-150-1106,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1165,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-400-006-0000,DOUGLAS,-87.6165373684363,41.83035814646558
17-34-403-061-0000,DOUGLAS,-87.61155922081825,41.82915039844404
17-34-219-150-1086,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1294,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1260,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1230,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-403-014-0000,DOUGLAS,-87.61338742164595,41.82954873098714
17-34-225-003-1182,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1296,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1161,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-403-038-0000,DOUGLAS,-87.61404563585822,41.82905243679304
17-27-310-093-1202,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1243,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-327-020-0000,DOUGLAS,-87.61801829765356,41.82517012626695
17-34-119-008-0000,DOUGLAS,-87.62282823633433,41.83207444569641
17-27-310-093-1520,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1401,DOUGLAS,-87.60982043539205,41.83183517544448
17-33-423-023-4078,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-120-079-0000,DOUGLAS,-87.62090689051374,41.83174077941749
17-34-225-003-1288,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-103-069-1004,DOUGLAS,-87.6209997006799,41.83815157231916
17-27-310-093-1162,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-426-014-4022,DOUGLAS,-87.62831870936385,41.82930222781211
17-27-310-093-1441,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-312-070-0000,DOUGLAS,-87.6177320896295,41.82859199053422
17-34-319-017-0000,DOUGLAS,-87.61762814821992,41.82589946509936
17-34-122-087-0000,DOUGLAS,-87.61850706070518,41.83302706165431
17-33-423-020-4035,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-103-029-0000,DOUGLAS,-87.62098081611977,41.837324415496965
17-27-301-050-0000,DOUGLAS,-87.62390035188078,41.84359970300223
17-34-109-046-0000,DOUGLAS,-87.62292125486212,41.83610187239108
17-27-305-140-1014,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-103-066-1002,DOUGLAS,-87.62090062491917,41.83815271567477
17-27-305-140-1005,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-300-012-0000,DOUGLAS,-87.62613823366391,41.83002479088567
17-34-120-087-0000,DOUGLAS,-87.62089467734467,41.83116770093267
17-27-310-093-1498,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-301-033-0000,DOUGLAS,-87.62377243988306,41.8297419491328
17-27-310-093-1436,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-022-4001,DOUGLAS,-87.62685014528044,41.83025464641525
17-34-119-046-0000,DOUGLAS,-87.62288409562889,41.831693243314845
17-34-427-023-0000,DOUGLAS,-87.61242816871474,41.82595596213981
17-27-310-093-1324,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-305-140-1007,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-110-064-1004,DOUGLAS,-87.62098036508378,41.835018135501656
17-34-219-150-1001,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1079,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-116-046-1002,DOUGLAS,-87.62223263905447,41.83373875692762
17-34-219-150-1235,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1052,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-400-012-0000,DOUGLAS,-87.61652827391055,41.82990156762189
17-33-423-023-4016,DOUGLAS,-87.62713290912751,41.83073434249028
17-27-400-006-0000,DOUGLAS,-87.61537316278354,41.84443586710767
17-34-322-012-0000,DOUGLAS,-87.62437272815603,41.82516163096587
17-34-310-135-1006,DOUGLAS,-87.62016852877163,41.82984095296925
17-34-324-019-0000,DOUGLAS,-87.62123412162215,41.82419844985492
17-27-310-093-1410,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1481,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-121-113-0000,DOUGLAS,-87.62026339150492,41.83419968846807
17-27-310-093-1674,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-121-120-0000,DOUGLAS,-87.61974617293417,41.83436417175135
17-34-315-011-0000,DOUGLAS,-87.62287387221157,41.826646116475416
17-27-310-093-1434,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1026,DOUGLAS,-87.60982043539205,41.83183517544448
17-33-422-001-0000,DOUGLAS,-87.62835078141751,41.83041787406772
17-34-219-150-1083,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1586,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-102-051-1111,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-312-067-0000,DOUGLAS,-87.61773675555482,41.82883720571351
17-34-324-043-0000,DOUGLAS,-87.62078157661298,41.8240109661424
17-33-423-023-4037,DOUGLAS,-87.62713290912751,41.83073434249028
